Well,X,Y,Sampling year,Sampling season,pH,Ca,Mg,K,Na,Cl,SO4,HCO3,Fe,F,NH4
J27,725808,3383839,1995,dry,7.5,71.7,14,1.2,35.5,3.8,12.5,372.5,1.4,0.16,0.52
J27,725808,3383839,1995,wet,8,62.7,17,0.9,29.9,1.3,2.5,335.2,0.95,0.16,0.72
J27,725808,3383839,1996,dry,7.2,72.56,14,1,29,1.25,1,367.52,1.4,0.12,0.68
J27,725808,3383839,1996,wet,7,73.38,14,1,30,1.25,2,362.52,1.4,0.28,0.12
J27,725808,3383839,1997,dry,7.22,71.73,13.5,0.95,31.88,1.25,0.5,362.52,1.4,0.04,0.42
J27,725808,3383839,1997,wet,8.36,70.08,13,1.64,27.24,0.01,1,330.02,1,0.16,0.52
J27,725808,3383839,1998,dry,7.17,70.91,12.5,1.5,29.8,2.5,0.5,372.52,1.5,0.12,0.46
J27,725808,3383839,1998,wet,7.68,68.43,14,0.9,28.4,2.5,3.6,357.52,1.2,0.24,0.68
J27,725808,3383839,1999,dry,7.9,69.26,14,1.2,29,1.25,0.6,352.52,0.6,0.16,0.66
J27,725808,3383839,1999,wet,7.4,70.91,12,1,30.8,1.25,1,357.52,0.6,0.24,0.5
J27,725808,3383839,2000,dry,8.29,72.56,12,0.88,27.5,1.25,1,340.02,1.6,0.16,0.68
J27,725808,3383839,2000,wet,7.42,71.73,12,0.9,28,1.25,1,360.02,1.6,0.12,0.64
J27,725808,3383839,2001,dry,7.45,69.26,13.5,1,30,1.25,1,357.52,1.5,0.2,0.48
J27,725808,3383839,2001,wet,8.1,73.38,12,1,30,1.25,1,342.52,1,0.12,0.6
J27,725808,3383839,2002,dry,7.18,70.08,13,1.549,28.513,1.25,1,357.52,1.3,0.2,0.75
J27,725808,3383839,2002,wet,8.1,70.08,13,1.59,25.72,1.25,1,350.02,1.1,0.2,0.12
J27,725808,3383839,2003,dry,8.05,71.73,14,1,33.42,1.25,6,355.02,1.4,0.12,0.65
J27,725808,3383839,2003,wet,8.3,68.43,16,0.64,36.75,1.25,1,367.52,2.4,0.12,1.55
J27,725808,3383839,2004,dry,8.35,70.91,14,0.72,36.13,1.25,1,350.02,2.4,0.16,1.7
J27,725808,3383839,2004,wet,8.35,69.26,14,0.65,34.26,1.25,1,340.02,2,0.16,1.8
J27,725808,3383839,2005,dry,8.28,70.08,13.5,0.94,26.09,1.25,0.6,350,1.4,0.24,1
J27,725808,3383839,2005,wet,8.01,70.91,13.5,0.62,34.96,3.75,4,362.5,2.6,0.16,1.6
J27,725808,3383839,2006,dry,8.57,69.26,14.5,0.58,34.65,1.25,1,355,2.8,0.48,0.76
J27,725808,3383839,2006,wet,8.37,70.91,16.5,0.61,34.57,18.75,1,317.5,2.8,0.16,0.78
J27,725808,3383839,2007,dry,8.3,73.38,11,0.62,33.08,1.25,1,360,2.6,0.12,1.4
J27,725808,3383839,2007,wet,7.7,65.14,15.5,0.54,32.58,1.25,1,370,2.8,0.12,1.55
J27,725808,3383839,2008,dry,7.38,68.43,13.5,0.74,33.44,1.25,1,367.5,3,0.08,1.4
J27,725808,3383839,2008,wet,8.3,68.43,12.5,0.6,33.53,1.25,1,347.5,2.6,0.24,1.09
J27,725808,3383839,2009,dry,7.28,133.57,36,0.75,17.62,12.5,0.5,620,6.4,0.08,n.d.
J27,725808,3383839,2009,wet,7.45,70.08,13.5,0.77,31.95,1.25,1,362.5,2.2,0.24,1.24
J27,725808,3383839,2010,dry,7.47,68.43,14,0.98,34.48,2.5,1,370,2.6,0.22,1.4
J27,725808,3383839,2010,wet,7.5,70.08,14,0.58,32.43,1.25,1,370,2.8,0.16,1.55
J27,725808,3383839,2011,dry,7.49,71.73,14,0.55,30.68,1.25,1,382.5,2.6,0.24,0.93
J27,725808,3383839,2011,wet,7.65,73.16,14.63,0.9,33.53,6.98,1,393.23,2.47,0.26,n.d.
J27,725808,3383839,2012,dry,7.9,65.8,22.81,1.23,35.07,2.8,1,421.16,2.17,0.15,1.55
J27,725808,3383839,2012,wet,7.84,70.5,13.3,0.76,37.68,2.8,1,390.17,2.5,0.15,0.39
J27,725808,3383839,2013,dry,7.57,68.94,15.56,1.19,33.81,2.93,1,395.02,1.93,0.18,1.16
J27,725808,3383839,2013,wet,7.49,75.35,11.67,1.61,31.3,0.94,5.85,389.12,4.95,0.19,1.32
J27,725808,3383839,2014,dry,7.92,68.59,15.48,0.89,35.26,1.39,1,399.51,2.35,0.14,1.32
J27,725808,3383839,2014,wet,7.62,68.94,15.56,1.08,35.08,2.78,1,370.36,2.99,0.17,1.01
J28,696833.22,3395829.91,1993,wet,7.3,87.4,15,1.4,28.8,8.8,15,402.5,n.d.,0.48,n.d.
J28,696833.22,3395829.91,1995,dry,7.1,94,16,1.2,33.5,13.8,12.5,422.5,1.4,0.44,n.d.
J28,696833.22,3395829.91,1995,wet,7.6,93.2,17.5,1,28.1,10,2.5,405.2,0.9,0.44,0.08
J28,696833.22,3395829.91,1996,dry,7.1,89.05,18.5,1,26,16.25,12,397.52,1.4,0.36,n.d.
J28,696833.22,3395829.91,1996,wet,7.2,100.59,16.5,0.9,35.4,15,18,447.52,1.8,0.4,n.d.
J28,696833.22,3395829.91,1997,dry,7.49,94.82,19.5,0.95,32.5,13.75,5,425.02,2,0.1,n.d.
J28,696833.22,3395829.91,1997,wet,7.95,89.87,18.5,0.89,31,13.75,5,427.52,2,0.4,n.d.
J28,696833.22,3395829.91,1998,dry,7.12,98.94,19.5,1.8,35.3,18.75,2,477.52,4,0.32,0.2
J28,696833.22,3395829.91,1998,wet,7.69,97.29,24.5,0.8,45.3,25,4.8,500.02,1.2,0.54,0.64
J28,696833.22,3395829.91,1999,dry,7.56,93.17,16.5,1.2,30,11.25,16,422.52,2.6,0.4,0.1
J28,696833.22,3395829.91,1999,wet,7.33,74.21,17.5,0.6,44.4,5,1,410.005,1.2,0.44,0.06
J28,696833.22,3395829.91,2000,dry,7.84,105.54,23,0.88,41.25,20,1,512.53,2.8,0.48,0.72
J28,696833.22,3395829.91,2000,wet,7.77,75.85,17.5,1,26.5,11.25,4,370.02,1.4,0.48,0.08
J28,696833.22,3395829.91,2001,dry,7.52,72.56,19,0.54,40,5,1,410.02,2.6,0.48,0.24
J28,696833.22,3395829.91,2001,wet,8.04,93.17,20.5,0.9,35.71,13.75,1,432.52,2,0.48,0.26
J28,696833.22,3395829.91,2002,dry,7.28,78.33,16,1.544,28.351,13.75,3,367.52,1.3,0.48,n.d.
J28,696833.22,3395829.91,2002,wet,7.7,89.87,20,1.99,37.62,17.5,8,430.02,1.9,0.48,n.d.
J28,696833.22,3395829.91,2003,dry,8.04,60.19,18,0.83,35.01,5,8,332.52,1,0.44,0.14
J28,696833.22,3395829.91,2003,wet,8.38,62.66,20,0.48,41.16,6.25,1,375.02,2.2,0.36,0.23
J28,696833.22,3395829.91,2004,dry,8.31,70.08,18,0.54,39.91,3.75,1,380.02,2.2,0.48,0.36
J28,696833.22,3395829.91,2004,wet,8.25,75.03,17.5,0.48,39.58,5,1,377.52,2.2,0.52,0.36
J28,696833.22,3395829.91,2005,dry,8.19,80.8,19.5,0.76,29.61,6.25,0.6,407.5,1.1,0.44,0.12
J28,696833.22,3395829.91,2005,wet,7.76,63.49,16,0.72,26.22,12.5,4,320,16,0.44,n.d.
J28,696833.22,3395829.91,2006,dry,8.49,84.1,18.5,0.7,31.08,5,1,392.5,1,0.08,0.03
J28,696833.22,3395829.91,2006,wet,8.18,51.12,19.5,0.7,31.34,22.5,2,275,1,0.44,n.d.
J28,696833.22,3395829.91,2007,dry,8.2,83.27,14.5,0.72,24.65,8.75,1,365,0.6,0.56,0.09
J28,696833.22,3395829.91,2007,wet,7.8,56.89,19,0.63,24.22,15,3,302.5,0.7,0.48,n.d.
J28,696833.22,3395829.91,2008,dry,8.23,82.45,15,0.8,25.49,8.75,7,355,0.9,0.48,n.d.
J28,696833.22,3395829.91,2008,wet,7.5,82.45,16,0.8,25.59,10,9,382.5,0.8,0.48,n.d.
J28,696833.22,3395829.91,2009,dry,7.28,64.43,14.5,0.79,34.77,3.75,1,380,2.4,0.2,1.24
J28,696833.22,3395829.91,2009,wet,7.53,83.27,16,0.91,24.94,12.5,4,380,0.7,0.48,0.06
J28,696833.22,3395829.91,2010,dry,7.38,83.27,17,0.97,24.43,10,9,380,0.6,0.52,n.d.
J28,696833.22,3395829.91,2010,wet,8.1,79.15,18,0.7,24.53,12.5,1,370,0.7,0.48,n.d.
J28,696833.22,3395829.91,2011,dry,7.39,85.75,17.5,0.66,22.89,2.5,4,387.5,1,0.48,0.03
J28,696833.22,3395829.91,2011,wet,7.79,76.27,20.77,1.07,26.03,4.19,4,380.55,0.83,0.53,n.d.
J28,696833.22,3395829.91,2012,dry,7.5,81.47,22.33,1.45,26.73,8.4,15,409.13,0.81,0.5,n.d.
J28,696833.22,3395829.91,2012,wet,7.79,65.8,17.1,1,28.22,8.4,10,354.7,1,0.5,n.d.
J28,696833.22,3395829.91,2013,dry,7.6,82.56,17.99,1.3,26.62,10.25,1,418.6,0.62,0.54,n.d.
J28,696833.22,3395829.91,2013,wet,7.44,88.98,14.1,1.92,24.47,7.21,12.79,400.91,0.91,0.58,n.d.
J28,696833.22,3395829.91,2014,dry,7.41,82.15,19.35,1.11,26.79,9.73,6,418.24,0.57,0.5,n.d.
J28,696833.22,3395829.91,2014,wet,7.7,85.77,17.99,1.23,25.9,9.73,4,400.72,1.35,0.48,n.d.
J29,658458,3428295,1992,dry,7.8,91.5,22.5,0.8,40.2,12.5,42.5,442.5,0.5,0.28,0.22
J29,658458,3428295,1992,wet,7.3,90.7,24.5,1,36,7.5,40,452.5,6.3,0.32,0.14
J29,658458,3428295,1995,dry,7.7,86.6,22,0.9,44.2,11.2,35,430,2.8,0.36,0.28
J29,658458,3428295,1995,wet,7.5,99.8,25,0.7,34.4,11.3,5,477.7,3.2,0.36,0.28
J29,658458,3428295,1996,dry,7,96.47,25.5,0.9,36.4,11.25,40,470.02,2.6,0.28,0.42
J29,658458,3428295,1996,wet,7.6,60.19,20.5,0.8,37.2,10,30,340.02,2.6,0.28,0.08
J29,658458,3428295,1997,dry,6.96,98.12,21,0.85,40,8.75,17,455.02,2.2,0.04,0.19
J29,658458,3428295,1997,wet,7.42,92.34,29,0.79,34.3,7.5,24,460.02,2.4,0.32,0.28
J29,658458,3428295,1998,dry,6.88,98.12,23.5,1.3,35.4,10,19,472.52,2.4,0.24,0.24
J29,658458,3428295,1998,wet,7.31,79.15,33.5,0.4,34,13.75,20,442.52,1.24,0.32,0.44
J29,658458,3428295,1999,dry,7.74,98.12,23,1.1,36,8.75,30,462.52,2.4,0.28,0.57
J29,658458,3428295,1999,wet,7.31,98.94,23,0.8,42.2,8.75,45,455.02,2.2,0.36,0.08
J29,658458,3428295,2000,dry,7.41,100.59,23,0.78,35.62,7.5,22,460.02,2.4,0.32,0.56
J29,658458,3428295,2000,wet,8.02,85.75,25,0.8,35.5,10,45,390.02,2.2,0.28,0.52
J29,658458,3428295,2001,dry,7.31,101.41,25,0.83,35.71,7.5,40,462.52,2.6,0.32,0.44
J29,658458,3428295,2001,wet,6.97,105.54,21.5,0.9,35.71,7.5,42,455.02,2.4,0.36,0.06
J29,658458,3428295,2002,dry,7.5,83.27,23.5,1.73,36.088,11.25,40,402.52,2.6,0.32,n.d.
J29,658458,3428295,2002,wet,7.9,70.08,24,1.34,31.48,8.75,16,382.52,1.8,0.32,n.d.
J29,658458,3428295,2003,dry,8.16,100.59,25,0.86,42.02,7.5,52,455.02,2.8,0.32,0.34
J29,658458,3428295,2003,wet,8.26,79.98,28.8,0.83,37.99,10,32,422.52,2.4,0.28,0.34
J29,658458,3428295,2004,dry,7.88,80.8,23.5,0.95,37.53,7.5,40,382.52,2.4,0.32,0.36
J29,658458,3428295,2004,wet,8.18,105.54,25,0.84,37.07,8.75,70,437.52,2.2,0.36,0.36
J29,658458,3428295,2005,dry,7.93,106.36,26.5,0.82,34.26,7.5,56,462.5,2.8,0.32,0.24
J29,658458,3428295,2005,wet,7.78,101.41,22,0.77,36.74,8.75,22,475,3.1,0.32,0.44
J29,658458,3428295,2006,dry,7.59,99.76,27,0.71,33.44,6.25,55,457.5,3,0.32,0.2
J29,658458,3428295,2006,wet,7.52,96.47,31.5,0.84,34.75,8.75,56,442.5,2.8,0.32,0.31
J29,658458,3428295,2007,dry,7.98,113.78,24,0.8,35.76,10,90,450,2.6,0.32,0.4
J29,658458,3428295,2007,wet,7.15,100.59,29.5,0.72,35.87,10,77,435,2.6,0.28,n.d.
J29,658458,3428295,2008,dry,7.03,112.96,25,0.94,36.87,6.25,80,450,3,0.32,0.31
J29,658458,3428295,2008,wet,8.35,102.24,25.5,0.86,36.59,10,45,422.5,2.6,0.32,0.31
J29,658458,3428295,2009,dry,7.34,84.1,16.5,1.12,28.18,12.5,10,387.5,1,0.44,0.03
J29,658458,3428295,2009,wet,8.41,112.96,28.5,1.08,40.2,13.75,80,440,2.2,0.32,0.1
J29,658458,3428295,2010,dry,7.04,116.25,27,1.17,36.05,7.5,94,460,2.8,0.28,0.37
J29,658458,3428295,2010,wet,7.24,124.5,28.5,0.8,36.67,13.75,100,452.5,2.5,0.4,n.d.
J29,658458,3428295,2011,dry,7.39,114.61,29,0.78,33.56,6.25,70,467.5,3.2,0.36,0.28
J29,658458,3428295,2011,wet,7.92,114.4,28.32,1.19,38.85,13.97,110,418.6,2.23,0.47,n.d.
J29,658458,3428295,2012,dry,7.81,115.93,32.31,1.68,39.44,8.4,100,481.33,2.37,0.35,0.23
J29,658458,3428295,2012,wet,7.73,103.4,27.56,1.29,43.28,11.2,90,449.28,2.61,0.35,n.d.
J29,658458,3428295,2013,dry,7.28,121.04,29.17,1.61,40.1,10.25,116,495.24,2.49,0.32,n.d.
J29,658458,3428295,2013,wet,7.6,126.65,30.14,2.09,35.24,7.17,102.45,470.49,2.72,0.4,0.08
J29,658458,3428295,2014,dry,7.15,111.66,27.57,1.14,37.98,11.12,50,511.87,2.75,0.42,0.39
J29,658458,3428295,2014,wet,7.74,83.37,21.39,1.48,31.14,11.12,4,437.15,4.26,0.32,n.d.
J3,624190,3355039,1992,dry,7.2,82.4,18.5,0.8,40.4,30,15,380,1.2,0.28,n.d.
J3,624190,3355039,1992,wet,7.5,81.6,18.5,1,32.6,33.8,17.5,347.5,1.4,0.32,n.d.
J3,624190,3355039,1993,dry,7,82.4,18.5,0.8,34.4,31.2,12.5,377.5,1,0.28,0.08
J3,624190,3355039,1993,wet,7.5,82.4,18,1.3,34,33.8,7.5,355,0.5,0.28,n.d.
J3,624190,3355039,1994,dry,7.1,80.8,18,1.3,39.2,30,2.5,375,1.4,0.28,18
J3,624190,3355039,1994,wet,7.1,81.6,19.5,1,34.4,30,10,362.5,1.4,0.48,n.d.
J3,624190,3355039,1995,dry,7.1,81.6,18.5,0.8,34.7,26.2,25,370,1.4,0.32,0.06
J3,624190,3355039,1995,wet,7.6,84.9,19.5,0.8,34,32.5,15,362.7,1.2,0.32,0.02
J3,624190,3355039,1996,dry,7,84.92,19.5,0.8,33,28.75,18,372.52,2,0.2,0.22
J3,624190,3355039,1996,wet,7.1,85.75,17,1.15,32.3,36.25,12,362.52,1.6,0.24,0.08
J3,624190,3355039,1997,dry,7.31,83.27,18.5,0.82,35,33.75,6,370.02,1.8,0.06,n.d.
J3,624190,3355039,1997,wet,7.7,82.45,18,0.75,31.4,32.5,6,362.52,2,0.28,n.d.
J3,624190,3355039,1998,dry,7.36,84.1,18.5,1.3,32.7,30,8,365.02,1.4,0.16,0.04
J3,624190,3355039,1998,wet,7.12,80.8,18.5,0.8,30,35,8,357.52,0.7,0.32,0.14
J3,624190,3355039,1999,dry,7.2,84.1,16,1,32,32.5,6,362.52,1.4,0.28,0.16
J3,624190,3355039,1999,wet,8.02,76.68,16,0.8,34.5,31.25,14,310.02,1.8,0.32,0.04
J3,624190,3355039,2000,dry,8.23,77.5,17.5,0.78,31.88,32.5,6,337.52,1.4,0.28,n.d.
J3,624190,3355039,2000,wet,7.67,79.98,18,0.89,32.22,37.5,5,362.52,1.3,0.28,n.d.
J3,624190,3355039,2001,dry,7.12,81.63,19,0.83,32.86,33.75,9,350.02,3.2,0.32,0.02
J3,624190,3355039,2001,wet,8.18,79.15,16.5,0.8,32.86,41.25,6,282.51,1.4,0.28,0.05
J3,624190,3355039,2002,dry,7.71,54.42,17,1.116,35.446,36.25,14,270.005,1.8,0.24,n.d.
J3,624190,3355039,2002,wet,7.7,61.84,17.5,1.31,31.43,35,10,290.005,1.4,0.28,n.d.
J3,624190,3355039,2003,dry,7.97,79.15,19,0.95,33.82,33.75,15,347.52,1.6,0.16,0.11
J3,624190,3355039,2003,wet,8.22,75.03,18.5,0.75,34.46,32.5,5.6,302.52,1.7,0.24,0.09
J3,624190,3355039,2004,dry,8.31,73.38,20,0.67,33.53,27.5,4,330.02,1.9,0.28,0.12
J3,624190,3355039,2004,wet,8.15,80.8,17.5,0.75,32.02,31.25,8.6,347.52,1.8,0.36,0.08
J3,624190,3355039,2005,dry,7.76,80.8,17.5,0.75,32.92,32.5,10,357.5,2.1,0.28,0.04
J3,624190,3355039,2005,wet,8.29,78.33,19,0.73,30.18,33.75,4,325,1.7,0.24,n.d.
J3,624190,3355039,2006,dry,8.39,82.45,17.5,0.62,31.06,35,26,340,4.6,0.26,n.d.
J3,624190,3355039,2006,wet,8.43,76.68,22.5,0.64,30.75,45,12,320,0.7,0.12,0.08
J3,624190,3355039,2007,dry,8.23,80.8,18.5,0.74,30.83,27.5,11,342.5,1,0.16,0.06
J3,624190,3355039,2007,wet,7.85,76.68,18,0.7,30.46,35,8,327.5,1,0.12,n.d.
J3,624190,3355039,2008,dry,7.24,83.27,18,0.9,29.99,30,14,350,0.9,0.24,0.05
J3,624190,3355039,2008,wet,8.25,81.63,17.5,0.87,31.08,31.25,22,337.5,0.9,0.32,0.06
J3,624190,3355039,2009,dry,7.48,83.27,17,0.63,30.44,25,14,365,1,0.32,0.08
J3,624190,3355039,2009,wet,8.23,67.61,18.5,0.71,31.23,23.75,18,317.5,0.5,0.28,n.d.
J3,624190,3355039,2010,dry,7.52,80.8,18.5,1.12,28.71,27.5,14,355,1,0.28,0.09
J3,624190,3355039,2010,wet,7.38,84.92,17.5,0.72,28.85,31.25,10,352.5,0.88,0.32,n.d.
J3,624190,3355039,2011,dry,7.68,84.92,17.5,0.66,27.61,30,15,352.5,1,0.32,0.09
J3,624190,3355039,2011,wet,8.11,68.49,18.88,1.1,31.21,29.33,11,329.81,0.83,0.39,n.d.
J3,624190,3355039,2012,dry,7.8,76.77,27.56,1.41,32.58,30.79,5,373.03,0.76,0.3,n.d.
J3,624190,3355039,2012,wet,7.77,86.17,17.1,1,51.88,33.59,40,401.99,0.9,0.33,n.d.
J3,624190,3355039,2013,dry,7.38,82.56,18.96,1.37,30.22,32.23,6,377.33,1.1,0.32,n.d.
J3,624190,3355039,2013,wet,7.94,86.57,17.5,1.82,29.46,29.13,16.23,358.75,0.9,0.36,n.d.
J3,624190,3355039,2014,dry,7.43,80.56,20.8,1.47,33.91,29.18,10,387.03,0.69,0.33,n.d.
J3,624190,3355039,2014,wet,7.82,52.91,15.56,0.71,28.44,16.68,2,267.15,0.51,0.42,n.d.
J4,577769.71,3343209.66,1992,dry,7.2,94,22,1,22.1,1.2,n.d.,455,1.8,0.12,n.d.
J4,577769.71,3343209.66,1992,wet,7.7,74.2,20,1,21,1.2,2.5,385,1,0.28,n.d.
J4,577769.71,3343209.66,1993,dry,7.3,75.8,18,0.7,22.5,1.2,2.5,382.5,1,0.2,0.04
J4,577769.71,3343209.66,1993,wet,7.3,79.2,16.5,1,22.8,2.5,2.5,387.5,1.4,0.2,0.04
J4,577769.71,3343209.66,1994,wet,7.5,75,20.5,0.8,22.6,2.5,2.5,380,1,0.2,n.d.
J4,577769.71,3343209.66,1995,dry,7.3,78.3,16.5,0.7,22.2,1.2,2.5,380,0.5,0.12,n.d.
J4,577769.71,3343209.66,1995,wet,7.3,79.2,16.5,1.7,18,3.8,2.5,375.2,0.6,0.24,0.1
J4,577769.71,3343209.66,1996,dry,7.3,78.33,16.5,1.1,20,1.25,1,385.02,1.25,0.2,0.08
J4,577769.71,3343209.66,1996,wet,7.3,75.03,19.5,1.2,19.2,1.25,1,375.02,0.9,0.2,n.d.
J4,577769.71,3343209.66,1997,dry,7.22,79.15,17.5,0.85,22.5,1.25,0.5,377.52,1.2,0.02,n.d.
J4,577769.71,3343209.66,1997,wet,7.56,77.5,16.5,0.7,19.6,2.5,0.8,375.02,0.9,0.2,n.d.
J4,577769.71,3343209.66,1998,dry,7.12,78.33,18.5,1.1,21.9,1.25,1,382.52,1,0.16,n.d.
J4,577769.71,3343209.66,1998,wet,7.52,77.5,17.5,0.8,20,2.5,3.2,372.52,1.16,0.24,0.08
J4,577769.71,3343209.66,1999,dry,7.22,75.85,18,1,21.4,2.5,0.4,375.02,1.2,0.16,0.16
J4,577769.71,3343209.66,1999,wet,7.68,77.5,16.5,0.5,21.1,3.75,1,377.52,0.8,0.24,0.04
J4,577769.71,3343209.66,2000,dry,7.41,79.98,18,0.81,18.75,1.25,1,377.52,1,0.2,0.12
J4,577769.71,3343209.66,2000,wet,7.38,75.85,17.5,0.89,22.22,2.5,0.5,385.02,1,0.16,0.02
J4,577769.71,3343209.66,2001,wet,8.31,74.21,18.5,0.91,20.77,5,1,345.02,1,0.16,0.08
J4,577769.71,3343209.66,2002,dry,7.55,61.01,18.5,1.595,20.605,7.5,0.2,325.02,1.1,0.2,n.d.
J4,577769.71,3343209.66,2002,wet,7.7,78.33,17.5,1.11,18.62,2.5,0.4,375.02,1.2,0.2,n.d.
J4,577769.71,3343209.66,2003,dry,7.67,77.5,18.5,0.87,20.18,5,0.6,370.02,1,0.24,0.03
J4,577769.71,3343209.66,2003,wet,7.69,71.73,17,0.82,22,2.5,1,350.02,1,0.16,0.08
J4,577769.71,3343209.66,2004,dry,8.38,79.15,20,0.74,20.48,1.25,3,347.52,1,0.12,0.04
J4,577769.71,3343209.66,2004,wet,8.14,64.31,17,0.82,20.82,1.25,1,330.02,1.9,0.12,n.d.
J4,577769.71,3343209.66,2005,dry,8.6,79.15,17.5,0.82,20.34,1.25,1,380,1.1,0.24,n.d.
J4,577769.71,3343209.66,2005,wet,7.86,78.33,17,0.79,19.98,3.75,1,375,2.36,0.24,n.d.
J4,577769.71,3343209.66,2006,dry,8.34,86.57,13.5,0.71,19.96,1.25,2,350,1.1,0.24,n.d.
J4,577769.71,3343209.66,2006,wet,7.78,60.19,19.5,0.82,20.98,2.5,1,325,1.1,0.24,n.d.
J4,577769.71,3343209.66,2007,dry,8.25,74.2,18,0.83,20.46,1.25,1,355,0.7,0.2,0.03
