Well,X,Y,Sampling year,Sampling season,pH,Ca,Mg,K,Na,Cl,SO4,HCO3,Fe,F,NH4
J4,577769.71,3343209.66,2007,wet,7.98,74.2,19.5,0.68,19.46,1.25,1,372.5,1,0.12,n.d.
J4,577769.71,3343209.66,2008,dry,8.28,84.92,19,0.91,20.84,17.5,1,372.5,1,0.2,0.08
J4,577769.71,3343209.66,2008,wet,7.78,59.36,18.5,0.81,20.6,5,1,325,0.7,0.24,0.03
J4,577769.71,3343209.66,2009,dry,7.6,66.78,19,0.85,23.28,1.25,2,365,1.2,0.24,0.47
J4,577769.71,3343209.66,2009,wet,8.35,65.96,18,0.94,21.21,3.75,1,337.5,1,0.24,n.d.
J4,577769.71,3343209.66,2010,dry,7.41,79.98,17.5,0.97,19.02,2.5,1,377.5,0.8,0.24,0.06
J4,577769.71,3343209.66,2010,wet,7.79,82.45,17,0.79,17.47,1.25,1,377.5,0.8,0.2,n.d.
J4,577769.71,3343209.66,2011,dry,7.48,79.15,21,0.77,18.62,1.25,1,382.5,1,0.28,n.d.
J4,577769.71,3343209.66,2011,wet,7.9,71.6,18.88,1.22,20.53,1.4,1,374.2,0.99,0.26,n.d.
J4,577769.71,3343209.66,2012,dry,7.8,76.77,28.51,1.48,21.73,2.8,1,409.13,0.95,0.2,n.d.
J4,577769.71,3343209.66,2012,wet,7.85,65.8,16.63,1.17,23.84,4.2,1,342.87,1.11,0.18,n.d.
J4,577769.71,3343209.66,2013,dry,7.65,81.76,18.48,1.44,20.04,2.93,1,412.7,1.01,0.22,n.d.
J4,577769.71,3343209.66,2013,wet,7.86,81.76,16.04,1.94,18.9,1.13,n.d.,388.15,1.05,0.24,n.d.
J4,577769.71,3343209.66,2014,dry,7.45,78.16,19.35,1.18,21.7,1.39,1,411.99,0.9,0.21,n.d.
J4,577769.71,3343209.66,2014,wet,7.8,70.54,17.02,1.38,21.03,4.17,1,352.15,0.69,0.22,n.d.
J5,611766,3360600,1998,wet,6.44,36.28,7.5,0.44,27.5,21.25,8,170.005,1,0.32,n.d.
J5,611766,3360600,2000,dry,6.97,61.84,18.5,0.62,31.76,17.5,20,315.02,0.36,0.36,n.d.
J5,611766,3360600,2000,wet,7.66,64.31,17.5,0.72,32.22,21.25,5.4,322.52,0.3,0.32,n.d.
J5,611766,3360600,2001,dry,7.29,64.31,20,0.67,32.86,16.25,16.8,320.02,0.4,0.28,0.08
J5,611766,3360600,2001,wet,7.34,67.61,17,0.67,30,20,16,322.52,0.26,0.32,0.02
J5,611766,3360600,2002,dry,7.4,65.14,17,1.434,31.871,22.5,9.8,317.52,0.2,0.36,0.17
J5,611766,3360600,2002,wet,7.2,64.31,18.5,1.06,34.2,20,11,322.52,0.2,0.32,0.03
J5,611766,3360600,2003,dry,7.35,65.14,19.5,0.69,31.1,20,22,317.52,0.32,0.32,0.05
J5,611766,3360600,2003,wet,7.96,65.96,18.5,0.64,33.6,18.75,7.6,330.02,0.32,0.4,n.d.
J5,611766,3360600,2004,dry,8.2,64.28,18.5,0.57,32.28,17.5,16.8,312.52,0.2,0.28,n.d.
J5,611766,3360600,2004,wet,7.44,64.31,18,0.66,32.01,22.5,21,315.02,0.3,0.32,n.d.
J5,611766,3360600,2005,dry,7.42,65.14,19,0.63,31.27,20,4,325,0.2,0.28,n.d.
J5,611766,3360600,2005,wet,7.92,65.14,18.5,0.62,31.46,21.25,20,320,0.4,0.28,n.d.
J5,611766,3360600,2006,dry,7.83,67.61,27.5,0.53,31.6,16.25,35,335,0.2,0.32,n.d.
J5,611766,3360600,2006,wet,7.95,66.78,22.5,0.67,32.44,26.25,28,337.5,0.6,0.28,n.d.
J5,611766,3360600,2007,dry,7.96,63.49,18.5,0.58,31.78,17.5,13,317.5,0.2,0.2,n.d.
J5,611766,3360600,2007,wet,8.29,66.78,18,0.52,31.59,21.25,11,307.5,0.2,0.24,n.d.
J5,611766,3360600,2008,dry,7.42,65.14,18.5,0.68,30.27,20,14,317.5,0.2,0.32,0.03
J5,611766,3360600,2008,wet,7.51,63.49,19,0.62,31.47,21.25,11.2,322.5,0.14,0.4,0.03
J5,611766,3360600,2009,dry,7.08,65.96,19,0.5,31.84,17.5,20,322.5,0.2,0.24,n.d.
J5,611766,3360600,2009,wet,7.47,142.64,39,1.04,19.54,16.25,1,657.5,3.6,0.2,0.34
J5,611766,3360600,2010,dry,8.23,65.96,19,0.88,30.22,21.25,24,317.5,0.14,0.28,0.08
J5,611766,3360600,2010,wet,8.14,68.43,19,0.57,27.45,22.5,1,302.5,0.48,0.32,n.d.
J5,611766,3360600,2011,dry,7.7,67.61,17.5,0.65,29.64,17.5,10,322.5,0.2,0.32,0.06
J5,611766,3360600,2011,wet,8.18,59.93,19.35,1.03,33.02,19.55,10,317.12,2.51,0.42,n.d.
J5,611766,3360600,2012,dry,7.74,64.23,24.23,1.1,35.91,12.6,15,367.01,1.55,0.35,n.d.
J5,611766,3360600,2012,wet,7.68,70.5,17.58,0.87,45.18,11.2,30,354.7,1.48,0.35,n.d.
J5,611766,3360600,2013,dry,7.58,57.72,16.04,1.13,34.91,43.94,9.6,271.2,0.21,0.32,n.d.
J5,611766,3360600,2013,wet,7.88,62.52,22.37,1.42,30.005,38.26,24.08,259.41,0.16,0.36,n.d.
J5,611766,3360600,2014,dry,7.53,51.05,17.42,0.91,35.11,34.76,18,268.42,0.14,0.35,n.d.
J5,611766,3360600,2014,wet,7.46,53.71,17.02,1.07,33.86,36.15,6.4,255,0.54,0.3,n.d.
J6,596995,3373748,1992,dry,7.5,70.9,15.5,0.6,37.6,21.2,15,350,0.4,0.32,n.d.
J6,596995,3373748,1992,wet,7.4,69.2,16,0.7,35.6,20,17.5,350,0.72,0.32,n.d.
J6,596995,3373748,1993,dry,7.3,66,18.5,0.8,38,18.8,10,347.5,0.5,0.32,0.08
J6,596995,3373748,1993,wet,7.3,68.4,17.5,0.8,37,20,7.5,350,0.6,0.2,n.d.
J6,596995,3373748,1994,dry,7.1,66,20,0.7,38.4,17.5,10,345,0.5,0.28,n.d.
J6,596995,3373748,1994,wet,7.5,66.8,17.5,0.7,35.3,18.8,10,342.5,0.6,0.28,n.d.
J6,596995,3373748,1995,dry,7.7,66.8,18,0.8,39.7,23.8,20,340,0.6,0.28,0.02
J6,596995,3373748,1995,wet,7.5,68.4,17,1.7,30.4,11.3,17.5,340.2,1.6,0.36,0.1
J6,596995,3373748,1996,dry,7.2,69.26,17.5,1,33.5,20,10,345.02,0.5,0.32,0.32
J6,596995,3373748,1996,wet,7.3,69.26,16.5,0.6,36.3,21.25,12,335.02,0.7,0.24,n.d.
J6,596995,3373748,1997,dry,7.27,68.43,17,0.57,35.91,21.25,10,335.02,0.9,0.26,n.d.
J6,596995,3373748,1997,wet,7.51,68.43,17,0.7,33.3,22.5,8,340.02,0.9,0.32,n.d.
J6,596995,3373748,1998,dry,7.17,67.61,18,1.1,34.6,22.5,10,347.52,0.5,0.2,0.02
J6,596995,3373748,1998,wet,6.98,67.61,17,0.67,33.6,21.25,4.8,327.52,0.96,0.32,n.d.
J6,596995,3373748,1999,dry,7.14,69.26,18,1,34,21.25,10,347.52,1.6,0.28,0.12
J6,596995,3373748,1999,wet,7.29,68.43,17.5,0.6,36,21.25,10,340.02,0.64,0.32,0.04
J6,596995,3373748,2000,dry,7.18,65.96,17.5,0.62,35.29,20,17.2,335.02,0.6,0.28,n.d.
J6,596995,3373748,2000,wet,7.13,70.08,16.5,0.7,37.5,21.25,9,347.52,0.8,0.32,n.d.
J6,596995,3373748,2001,dry,7.31,67.61,18,0.92,37.14,12.5,1.6,365.02,2.8,0.28,0.96
J6,596995,3373748,2001,wet,7.47,70.08,17.5,0.83,33.33,16.25,2,355.02,2.4,0.32,0.06
J6,596995,3373748,2002,dry,7.04,61.01,17,1.337,33.237,15,4.4,337.52,3.2,0.36,n.d.
J6,596995,3373748,2002,wet,7.7,70.08,27,0.9,36.05,37.5,58,315.02,0.4,0.28,n.d.
J6,596995,3373748,2003,dry,7.24,87.4,23.5,0.63,35.9,50,40,342.52,0.2,0.24,0.08
J6,596995,3373748,2003,wet,8.23,83.27,24.5,0.55,38.69,50,35,307.52,0.74,0.24,n.d.
J6,596995,3373748,2004,dry,8.14,84.1,25,0.51,35.9,50,35,330.02,0.2,0.12,n.d.
J6,596995,3373748,2004,wet,7.32,89.87,23,0.63,36.64,55,42,337.52,0.1,0.24,n.d.
J6,596995,3373748,2005,dry,7.59,98.94,21,0.49,37.88,53.75,28.5,382.5,0.1,0.12,n.d.
J6,596995,3373748,2005,wet,8.12,89.05,26.5,0.47,37.98,57.5,30,352.5,0.76,0.16,n.d.
J6,596995,3373748,2006,dry,7.76,90.7,25,0.51,37.08,53.75,40,345,0.1,0.24,n.d.
J6,596995,3373748,2006,wet,8.42,84.1,31,0.58,36.98,82.5,40,310,0.12,0.08,n.d.
J6,596995,3373748,2007,dry,8.21,89.05,26,0.69,35.77,55,35,342.5,0.04,0.16,n.d.
J6,596995,3373748,2007,wet,8.38,93.17,26,0.55,37.2,58.75,50,330,0.2,0.12,n.d.
J6,596995,3373748,2008,dry,7.87,95.64,27.5,0.66,36.44,58.75,50,357.5,0.2,0.12,n.d.
J6,596995,3373748,2008,wet,8.28,95.64,21,6.47,56.95,56.25,130,252.5,0.04,0.52,n.d.
J6,596995,3373748,2009,dry,7.62,74.2,11,0.5,31.08,7.5,1,360,3.6,0.14,0.25
J6,596995,3373748,2009,wet,7.77,59.36,19.5,0.7,31.47,7.5,1,342.5,2.2,0.32,0.28
J7,614755,3356828,2000,dry,7.15,131.92,29.5,0.62,16.47,10,16.8,562.53,7.6,0.24,0.24
J7,614755,3356828,2001,dry,7.33,131.92,34,0.57,12.5,25,4,592.53,21,0.24,0.24
J7,614755,3356828,2001,wet,7.43,122.03,34,0.89,10.83,11.25,1,545.03,2.4,0.24,n.d.
J7,614755,3356828,2002,dry,7.03,140.17,33,2.478,20.0052,48.75,17.2,512.53,1.8,0.24,0.06
J7,614755,3356828,2002,wet,7.7,102.24,32,1.3,10.51,12.5,2,475.02,1.2,0.24,n.d.
J7,614755,3356828,2003,dry,7.32,71.73,14,1,33.42,1.25,6,355.02,1.4,0.12,0.65
J7,614755,3356828,2003,wet,7.69,98.94,31,1,10.74,12.5,1,460.02,3.2,0.2,0.03
J7,614755,3356828,2004,dry,8.15,115.43,38,0.89,10.46,10,1,547.53,2.8,0.24,0.02
J7,614755,3356828,2004,wet,7.45,121.2,31,0.88,13.58,20,7,502.53,5.2,0.24,0.02
J7,614755,3356828,2005,dry,7.5,126.97,33.5,0.97,10.79,12.5,0.6,550,3.5,0.16,n.d.
J7,614755,3356828,2005,wet,7.91,126.15,30,0.91,10.24,13.75,1,540,2.7,0.24,n.d.
J7,614755,3356828,2006,dry,8.3,131.92,27.5,0.7,10.68,12.5,12,525,2.4,0.24,n.d.
J7,614755,3356828,2006,wet,7.45,102.24,42,0.82,11.45,18.75,10,527.5,7,0.24,n.d.
J7,614755,3356828,2007,dry,7.91,129.45,33.5,1.09,10.98,21.25,2,535,26,0.32,0.12
J7,614755,3356828,2007,wet,7.69,82.45,31,0.87,11.15,11.25,1,407.5,1.3,0.08,n.d.
J7,614755,3356828,2008,dry,7.6,108.83,28.5,1.11,11.63,2.5,2,492.5,1.5,0.2,0.09
J7,614755,3356828,2008,wet,7.58,89.87,32,1.01,12.04,11.25,1,437.5,1,0.12,0.03
J7,614755,3356828,2009,dry,7.4,84.92,18.5,0.21,9.2,3.75,7,367.5,n.d.,0.28,n.d.
J7,614755,3356828,2009,wet,7.6,99.76,28.5,1.05,10.72,16.25,1,445,1.2,0.24,n.d.
J7,614755,3356828,2010,dry,7.68,84.92,20,0.28,10.24,5,10,360,n.d.,0.1,0.09
J7,614755,3356828,2010,wet,7.72,102.24,20,0.29,8.84,33.75,3,350,1.04,0.32,n.d.
J7,614755,3356828,2011,dry,7.43,84.92,21.5,0.36,8.94,3.75,10,360,n.d.,0.24,n.d.
J7,614755,3356828,2011,wet,7.56,87.94,20.77,0.6,9.8,5.59,10,386.89,n.d.,0.4,n.d.
J7,614755,3356828,2012,dry,7.6,100.27,30.41,0.68,16.52,7,15,481.33,n.d.,0.3,0.08
J7,614755,3356828,2012,wet,7.88,79.9,16.63,0.42,10.68,8.4,10,348.79,0.13,0.33,n.d.
J7,614755,3356828,2013,dry,7.62,81.76,19.45,0.73,11.88,5.86,1,377.33,0.23,0.37,n.d.
J7,614755,3356828,2013,wet,7.25,131.46,24.31,1.31,11.91,18.34,9.58,530.62,0.1,0.28,0.16
J7,614755,3356828,2014,dry,7.9,120.44,30.48,0.84,23.44,36.15,50,455.69,0.11,0.25,0.08
J7,614755,3356828,2014,wet,7.43,77.76,21.39,0.64,10.92,8.34,2.4,370.36,n.d.,0.32,n.d.
J8,618137,3355844,1992,dry,7.2,65.1,14.5,2.1,10.7,11.2,10,272.5,1,0.16,0.96
J8,618137,3355844,1992,wet,7.3,63.5,7,1.7,7.6,8.8,17.5,225,0.56,0.2,0.48
J8,618137,3355844,1993,dry,7.5,47.8,9,1.5,8.5,6.2,17.5,182.5,0.6,0.16,0.72
J8,618137,3355844,1993,wet,7.5,58.5,10.5,1.7,10.8,10,22.5,222.5,0.6,0.16,0.48
J8,618137,3355844,1994,dry,7.3,59.4,11.5,1.7,9.8,7.5,15,237.5,0.7,0.2,0.56
J8,618137,3355844,1994,wet,7.1,57.7,11.5,2.4,10,10,17.5,222.5,0.8,0.16,0.16
J8,618137,3355844,1995,dry,7.2,59.4,12.5,1.8,9.8,12.5,17.5,240,1,0.16,0.8
J8,618137,3355844,1995,wet,7.3,56.1,11.5,1.7,7.8,11.3,25,215.1,1,0.28,0.72
J8,618137,3355844,1996,dry,7.4,79.15,13,2.6,12.6,12.5,5,315.02,0.95,0.2,1.28
J8,618137,3355844,1996,wet,7.1,80.8,14,1.58,11.8,12.5,14,295.01,n.d.,0.2,0.04
J8,618137,3355844,1997,dry,7.44,60.19,11.5,2,9.55,10,14,232.51,1,0.1,0.8
J8,618137,3355844,1997,wet,7.5,58.54,11.5,2,8.6,13.75,18,217.51,0.8,0.28,0.7
J8,618137,3355844,1998,dry,7.2,61.01,12.5,2.2,11.4,11.25,18,237.51,0.8,0.16,0.92
J8,618137,3355844,1998,wet,6.96,59.36,11.5,2,9.28,11.25,22,215.01,1.4,0.28,0.88
J8,618137,3355844,1999,dry,7.51,60.19,12,2.2,9.8,10,20,220.005,0.8,0.2,1.04
J8,618137,3355844,1999,wet,7.57,57.72,10.5,2,10.6,8.75,30,215.01,0.6,0.28,0.72
J8,618137,3355844,2000,dry,7.4,57.72,11,2.38,9.41,8.75,22,217.51,0.9,0.2,0.76
J8,618137,3355844,2000,wet,7.53,57.72,10,1.9,9.38,11.25,25,207.51,0.8,0.12,0.88
J8,618137,3355844,2001,dry,8.06,58.54,13,1.64,10,12.5,13,220.005,0.9,0.28,0.88
J8,618137,3355844,2001,wet,8.34,56.07,9.5,1.64,7.69,11.25,7,190.005,0.56,0.28,0.08
J8,618137,3355844,2002,dry,7.31,61.84,12,2.81,10.047,13.75,27.6,230.005,11,0.28,0.03
J8,618137,3355844,2002,wet,7.4,54.42,9.5,3.13,8.19,11.25,18,192.51,0.9,0.24,0.19
J8,618137,3355844,2003,dry,8.34,75.03,13,2.33,11.62,11.25,8.4,257.51,1.6,0.24,1.16
J8,618137,3355844,2003,wet,8.16,83.27,12.5,2.12,10.17,32.5,18,237.51,1.6,0.24,0.93
J8,618137,3355844,2004,dry,7.76,89.87,19,3.03,14.2,16.25,1,377.52,4.4,0.2,2.4
J8,618137,3355844,2004,wet,8.26,68.43,12.5,2.03,9.5,12.5,1,245.01,2.2,0.24,n.d.
J8,618137,3355844,2005,dry,7.74,71.73,13.5,1.94,9.07,12.5,6,280,1.7,0.12,1.6
J8,618137,3355844,2005,wet,8.23,68.43,12.5,1.98,9.46,13.75,15,232.5,1.16,0.2,0.96
J8,618137,3355844,2006,wet,8.17,75.03,16.5,2.1,9.38,15,8,280,2.6,0.18,0.85
J8,618137,3355844,2007,dry,8.26,67.61,13,1.87,9.93,10,16,255,1.2,0.24,0.56
J8,618137,3355844,2007,wet,8.24,70.08,12.5,1.97,8.79,13.75,20,242.5,0.9,0.12,0.09
J8,618137,3355844,2008,dry,7.73,69.26,11.5,2.24,10.1,12.5,18,250,1,0.2,0.7
J8,618137,3355844,2008,wet,7.59,69.26,12,2.14,10.09,13.75,19.2,255,0.9,0.12,0.37
J8,618137,3355844,2009,dry,8.2,116.25,28.5,1.58,7.44,5,1,525,5.2,0.12,0.62
J8,618137,3355844,2009,wet,7.91,94.82,27,1.21,6.61,3.75,1,432.5,4,0.12,1.4
J8,618137,3355844,2010,dry,7.5,128.62,25,3.85,47.23,76.25,110,385,0.04,0.16,0.19
J8,618137,3355844,2010,wet,7.64,140.17,21,4.07,50.6,71.25,100,405,0.1,0.16,n.d.
J8,618137,3355844,2011,dry,7.5,220.14,44.5,6.63,70.84,116.25,250,535,n.d.,0.16,n.d.
J8,618137,3355844,2011,wet,7.93,166.55,34.46,13.58,77.85,72.63,200,551.79,n.d.,0.43,n.d.
J8,618137,3355844,2012,dry,7.56,146.48,33.26,6.44,65.87,74.18,172,469.29,0.04,0.1,n.d.
J8,618137,3355844,2012,wet,7.78,166.06,30.88,16.72,87.14,81.17,200,520.22,0.13,0.35,n.d.
J8,618137,3355844,2013,dry,7.51,141.08,27.23,6.66,53.05,67.38,200,389.12,0.22,0.13,n.d.
J8,618137,3355844,2013,wet,7.3,145.89,25.28,7.38,46.85,63.88,184.73,373.33,0.51,0.12,n.d.
J8,618137,3355844,2014,dry,7.5,135.59,26.12,5.26,50.94,55.61,172.69,374.54,0.39,0.12,0.23
J8,618137,3355844,2014,wet,7.79,135.47,25.28,5.74,47.92,47.27,104,425,0.39,0.12,n.d.
J9,622284.5,3354076.8,1992,dry,7.1,127,30,2.8,18.2,22.5,25,535,2,0.16,0.8
J9,622284.5,3354076.8,1992,wet,7.5,97.3,31.5,2.2,13.8,21.2,17.5,437.5,2,0.2,0.6
J9,622284.5,3354076.8,1993,dry,7,153.4,40.5,2.7,29,68.8,70,545,2,0.12,0.32
J9,622284.5,3354076.8,1993,wet,7.3,136,34.5,2.6,28.8,50,50,517.5,1.4,0.16,0.12
J9,622284.5,3354076.8,1994,dry,7.4,133.6,34.5,2.3,25,48.8,35,520,0.9,0.18,0.5
J9,622284.5,3354076.8,1994,wet,7.8,121.2,33,3.1,22.8,36.2,30,505,1.6,0.12,0.6
J9,622284.5,3354076.8,1995,dry,6.9,137.7,33.5,2.6,27,56.2,52.5,532.5,1.2,0.08,0.36
J9,622284.5,3354076.8,1995,wet,7.4,129.4,36,3,23.9,52.5,55,500.2,1.6,0.2,0.34
J9,622284.5,3354076.8,1996,dry,7.1,136.04,35.5,3.7,23.3,51.25,15,540.03,0.9,0.16,0.6
J9,622284.5,3354076.8,1996,wet,7.2,136.04,32,2.3,22.2,53.75,19,507.53,1,0.16,0.52
J9,622284.5,3354076.8,1997,dry,7.34,138.52,33,2.71,22.27,60,20,527.53,1.2,0.1,0.36
J9,622284.5,3354076.8,1997,wet,7.93,136.04,35.5,2.7,24.4,68.75,17,505.03,1.4,0.12,0.44
J9,622284.5,3354076.8,1998,dry,7,140.17,20.5,2.7,24.7,13.75,24,537.53,1,0.12,0.8
J9,622284.5,3354076.8,1998,wet,6.7,57.72,15.5,2.44,23.57,45,32,212.51,1.8,0.24,0.56
J9,622284.5,3354076.8,1999,dry,7.08,143.46,35,2.8,25,65,35,532.53,1.2,0.2,0.6
J9,622284.5,3354076.8,1999,wet,7.24,141.81,37,2.8,28,68.75,40,532.53,1.2,0.16,0.6
J9,622284.5,3354076.8,2000,dry,7.1,140.17,34,3.12,21.18,58.75,22,532.53,0.9,0.12,0.68
J9,622284.5,3354076.8,2000,wet,7.31,146.76,36,2.9,30,72.5,50,535.03,1.4,0.12,0.72
J9,622284.5,3354076.8,2001,dry,8.05,142.64,37.5,2.64,28.33,78.75,7,555.03,3.5,0.16,0.8
J9,622284.5,3354076.8,2001,wet,8.15,116.25,28.5,2.06,20,31.25,50,430.02,1,0.2,0.02
J9,622284.5,3354076.8,2002,dry,7.39,137.69,34,4.728,21.632,55,18,537.53,1,0.16,0.56
J9,622284.5,3354076.8,2002,wet,7.6,140.99,36.5,3.4,21.8,67.5,24,532.53,1.4,0.16,0.03
J9,622284.5,3354076.8,2003,dry,7.93,122.85,35.5,2.69,26.58,60,45,467.52,1.6,0.12,0.68
J9,622284.5,3354076.8,2003,wet,7.38,149.23,36,2.59,26.24,67.5,40,537.53,1.6,0.16,0.56
J9,622284.5,3354076.8,2004,dry,7.8,107.19,47,1.88,16.22,27.5,40,505.03,1.2,0.16,1.4
J9,622284.5,3354076.8,2004,wet,7.34,134.39,43,2.65,23.34,70,44,517.53,1.8,0.16,0.72
J9,622284.5,3354076.8,2005,dry,7.91,151.71,35,2.14,21.66,66.25,52,545,4.4,0.08,0.32
J9,622284.5,3354076.8,2005,wet,7.8,108.01,32,2.57,23.69,53.75,25,427.5,1.2,0.16,0.6
J9,622284.5,3354076.8,2006,dry,8.33,153.36,35.5,2.24,19.97,67.5,60,515,1.6,0.16,n.d.
J9,622284.5,3354076.8,2006,wet,8.15,120.38,59.5,2.4,21.65,73.75,60,517.5,2.1,0.12,0.78
J9,622284.5,3354076.8,2007,dry,7.98,140.99,37,2.11,21.54,72.5,23.2,505,14,0.24,0.43
J9,622284.5,3354076.8,2007,wet,7.8,133.57,30,1.94,15.84,45,16,515,2.8,0.24,0.37
J9,622284.5,3354076.8,2008,dry,7.22,135.22,28,2.17,15.58,28.75,28,502.5,1.7,0.16,1.55
J9,622284.5,3354076.8,2008,wet,7.67,131.1,41.5,2.46,20.73,71,28,505,1.4,0.08,0.62
J9,622284.5,3354076.8,2009,dry,7.52,148.41,38.5,3.03,25.62,81.25,28,565,2.6,0.16,0.78
J9,622284.5,3354076.8,2009,wet,7.56,125.32,22.5,4.82,47.18,70,80,375,0.1,0.16,0.12
J9,622284.5,3354076.8,2010,dry,7.23,151.71,36,2.32,20.16,70,28,545,2.8,0.16,0.68
J9,622284.5,3354076.8,2010,wet,7.78,148.41,35.5,2.41,23.84,75,30,520,8,0.16,0.31
J9,622284.5,3354076.8,2011,dry,7.35,158.3,39,2.39,21.93,76.25,27.5,570,1.2,0.12,0.85
J9,622284.5,3354076.8,2011,wet,7.73,122.96,35.4,3.77,35.2,62.85,100,437.63,5.84,0.08,n.d.
J9,622284.5,3354076.8,2012,dry,7.5,131.6,40.96,3.53,29.14,64.38,55,535.47,2.36,0.1,0.93
J9,622284.5,3354076.8,2012,wet,7.9,95.57,33.26,3.61,31.98,55.98,55,390.17,6.12,0.1,n.d.
J9,622284.5,3354076.8,2014,dry,7.5,135.59,26.12,5.26,50.94,55.61,172.69,374.54,n.d.,0.12,0.23
J9,622284.5,3354076.8,2014,wet,7.79,135.47,25.28,5.74,47.92,47.27,104,425,n.d.,0.12,n.d.
